sequence	state_1	state_2	state_3	state_4	state_5	state_6
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:60(PytestTester)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:90(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:14(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:19(PytestTester)
        4    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:129(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:157(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:202(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:210(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:57(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:73(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:93(_add_aliases)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:362(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _util.py:124(_prune_array)
        1    0.000    0.000    0.000    0.000 _util.py:155(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 _util.py:344(MapWrapper)
        1    0.000    0.000    0.002    0.002 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
    22/12    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       59    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       20    0.000    0.000    0.000    0.000 abc.py:84(__new__)
       11    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1150(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1163(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1173(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1206(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1232(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1264(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1269(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1279(StructuredVoidFormat)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1493(_guarded_repr_or_str)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1500(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:448(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:861(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
      518    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
      518    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
      518    0.000    0.000    0.007    0.000 arraysetops.py:138(unique)
      518    0.002    0.000    0.006    0.000 arraysetops.py:310(_unique1d)
      259    0.000    0.000    0.000    0.000 arraysetops.py:494(_in1d_dispatcher)
      259    0.001    0.000    0.013    0.000 arraysetops.py:498(in1d)
      259    0.000    0.000    0.000    0.000 arraysetops.py:611(_isin_dispatcher)
      259    0.000    0.000    0.014    0.000 arraysetops.py:615(isin)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:347(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:405(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:476(_ABC)
        1    0.000    0.000    0.000    0.000 ast.py:505(Num)
        1    0.000    0.000    0.000    0.000 ast.py:509(Str)
        1    0.000    0.000    0.000    0.000 ast.py:513(Bytes)
        1    0.000    0.000    0.000    0.000 ast.py:517(NameConstant)
        1    0.000    0.000    0.000    0.000 ast.py:520(Ellipsis)
        1    0.000    0.000    0.001    0.001 base.py:1(<module>)
    15605    0.006    0.000    0.017    0.000 base.py:1191(_process_toarray_args)
        1    0.000    0.000    0.000    0.000 base.py:12(SparseWarning)
    50886    0.008    0.000    0.011    0.000 base.py:1205(isspmatrix)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseEfficiencyWarning)
       54    0.000    0.000    0.000    0.000 base.py:238(nnz)
        2    0.000    0.000    0.001    0.001 base.py:294(asformat)
        1    0.000    0.000    0.001    0.001 base.py:374(__gt__)
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
    15619    0.004    0.000    0.004    0.000 base.py:66(__init__)
       10    0.000    0.000    0.000    0.000 base.py:673(__getattr__)
    82144    0.008    0.000    0.008    0.000 base.py:80(get_shape)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.003    0.003 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1996(Chebyshev)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:1015(tocoo)
        1    0.000    0.000    0.000    0.000 compressed.py:1051(eliminate_zeros)
        4    0.000    0.000    0.000    0.000 compressed.py:1061(__get_has_canonical_format)
       44    0.000    0.000    0.000    0.000 compressed.py:108(getnnz)
        6    0.000    0.000    0.000    0.000 compressed.py:1083(__set_has_canonical_format)
        4    0.000    0.000    0.001    0.000 compressed.py:1091(sum_duplicates)
        2    0.000    0.000    0.000    0.000 compressed.py:1107(__get_sorted)
        6    0.000    0.000    0.000    0.000 compressed.py:1123(__set_sorted)
        2    0.000    0.000    0.001    0.000 compressed.py:1139(sort_indices)
       11    0.000    0.000    0.000    0.000 compressed.py:1148(prune)
        1    0.000    0.000    0.000    0.000 compressed.py:1204(_with_data)
        4    0.000    0.000    0.000    0.000 compressed.py:125(_set_self)
        8    0.000    0.000    0.000    0.000 compressed.py:136(check_format)
        1    0.000    0.000    0.000    0.000 compressed.py:206(_scalar_binopt)
        1    0.000    0.000    0.000    0.000 compressed.py:24(_cs_matrix)
      8/4    0.000    0.000    0.002    0.001 compressed.py:27(__init__)
        1    0.000    0.000    0.000    0.000 compressed.py:285(_inequality)
        1    0.000    0.000    0.000    0.000 compressed.py:325(__gt__)
     1841    0.002    0.000    0.014    0.000 compressed.py:643(_get_intXint)
      186    0.000    0.000    0.006    0.000 compressed.py:798(_set_intXint)
      186    0.000    0.000    0.004    0.000 compressed.py:861(_prepare_indices)
      372    0.001    0.000    0.003    0.000 compressed.py:864(check_bounds)
      186    0.001    0.000    0.006    0.000 compressed.py:880(_set_many)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
      4/3    0.000    0.000    0.001    0.000 coo.py:126(__init__)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
       10    0.000    0.000    0.000    0.000 coo.py:239(getnnz)
        4    0.000    0.000    0.000    0.000 coo.py:265(_check)
        2    0.000    0.000    0.001    0.001 coo.py:372(tocsr)
        1    0.000    0.000    0.000    0.000 coo.py:526(sum_duplicates)
        1    0.000    0.000    0.000    0.000 coo.py:537(_sum_duplicates)
        1    0.000    0.000    0.000    0.000 coo.py:595(isspmatrix_coo)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.011    0.011 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
       14    0.000    0.000    0.001    0.000 core.py:116(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
       44    0.000    0.000    0.000    0.000 core.py:132(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 core.py:149(MAError)
        1    0.000    0.000    0.000    0.000 core.py:157(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2377(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2383(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2549(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2594(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2702(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2813(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2943(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2969(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3118(view)
        4    0.000    0.000    0.000    0.000 core.py:3400(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3416(shape)
        1    0.000    0.000    0.000    0.000 core.py:6230(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6425(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6429(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6435(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6453(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6528(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6620(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6629(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6735(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6746(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6751(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8082(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:8095(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8100(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:825(__init__)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:85(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 core.py:872(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
        1    0.000    0.000    0.000    0.000 core.py:898(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:16(csc_matrix)
        1    0.000    0.000    0.009    0.009 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:149(tolil)
        1    0.000    0.000    0.000    0.000 csr.py:17(csr_matrix)
     4086    0.000    0.000    0.000    0.000 csr.py:235(_swap)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:173(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:194(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:353(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:364(<dictcomp>)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
       18    0.000    0.000    0.000    0.000 data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:19(_data_matrix)
       12    0.000    0.000    0.000    0.000 data.py:20(__init__)
     2218    0.000    0.000    0.000    0.000 data.py:23(_get_dtype)
        1    0.000    0.000    0.004    0.004 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1559(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        1    0.000    0.000    0.006    0.006 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
      455    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
      455    0.000    0.000    0.003    0.000 deprecation.py:9(wrap)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:16(dia_matrix)
        1    0.000    0.000    0.005    0.005 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:23(dok_matrix)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:1004(<lambda>)
        2    0.000    0.000    0.000    0.000 enum.py:1010(_power_of_two)
        6    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 enum.py:143(__prepare__)
        1    0.000    0.000    0.000    0.000 enum.py:157(__new__)
        1    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:200(<setcomp>)
       11    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        3    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
       72    0.000    0.000    0.000    0.000 enum.py:313(__call__)
       11    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
       10    0.000    0.000    0.000    0.000 enum.py:417(__setattr__)
        1    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
        2    0.000    0.000    0.000    0.000 enum.py:532(_get_mixins_)
        2    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
        1    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
       72    0.000    0.000    0.000    0.000 enum.py:631(__new__)
        1    0.000    0.000    0.000    0.000 enum.py:68(__init__)
       11    0.000    0.000    0.000    0.000 enum.py:743(name)
       14    0.000    0.000    0.000    0.000 enum.py:748(value)
       11    0.000    0.000    0.000    0.000 enum.py:75(__setitem__)
        1    0.000    0.000    0.000    0.000 enum.py:884(_missing_)
        1    0.000    0.000    0.000    0.000 enum.py:894(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 enum.py:927(__or__)
       35    0.000    0.000    0.000    0.000 enum.py:933(__and__)
        1    0.000    0.000    0.000    0.000 enum.py:952(_high_bit)
        1    0.000    0.000    0.000    0.000 enum.py:973(_decompose)
        1    0.000    0.000    0.000    0.000 enum.py:992(<listcomp>)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extract.py:12(find)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1467(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1712(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1716(ravel)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1823(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1827(nonzero)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2251(_any_dispatcher)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:2256(any)
      260    0.000    0.000    0.000    0.000 fromnumeric.py:2442(_cumsum_dispatcher)
      260    0.000    0.000    0.001    0.000 fromnumeric.py:2446(cumsum)
    97702    0.007    0.000    0.007    0.000 fromnumeric.py:3102(_ndim_dispatcher)
    97702    0.055    0.000    0.128    0.000 fromnumeric.py:3106(ndim)
      261    0.000    0.000    0.001    0.000 fromnumeric.py:52(_wrapfunc)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:70(_wrapreduction)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:1901(vectorize)
        1    0.000    0.000    0.001    0.001 function_base.py:23(linspace)
        6    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
      280    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      280    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
        1    0.000    0.000    0.000    0.000 function_base.py:4686(_append_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:4690(append)
      280    0.000    0.000    0.003    0.000 function_base.py:475(add_newdoc)
      785    0.002    0.000    0.003    0.000 functools.py:34(update_wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        2    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
      783    0.001    0.000    0.001    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:295(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.001    0.000    0.001    0.000 getlimits.py:35(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       30    0.000    0.000    0.001    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:415(_init)
        1    0.000    0.000    0.000    0.000 getlimits.py:461(iinfo)
       50    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
       21    0.000    0.000    0.000    0.000 getlimits.py:525(min)
       26    0.000    0.000    0.000    0.000 getlimits.py:538(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.002    0.002 getlimits.py:94(_register_known_types)
       14    0.000    0.000    0.003    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.003    0.003 hashlib.py:5(<module>)
        8    0.000    0.000    0.002    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1649(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.009    0.009 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.010    0.010 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:256(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:295(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:301(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:311(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:423(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:518(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:523(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:548(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:555(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:604(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:701(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:745(__init__)
        1    0.000    0.000    0.008    0.008 inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2420(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2424(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2457(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2612(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2742(Signature)
       28    0.000    0.000    0.001    0.000 inspect.py:625(cleandoc)
        1    0.000    0.000    0.000    0.000 inspect.py:895(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:897(BlockFinder)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1624(Legendre)
        1    0.000    0.000    0.003    0.003 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:20(lil_matrix)
    15605    0.007    0.000    0.550    0.000 lil.py:205(__getitem__)
        2    0.000    0.000    0.000    0.000 lil.py:215(_asindices)
    15605    0.005    0.000    0.301    0.000 lil.py:237(_get_intXslice)
    15605    0.029    0.000    0.296    0.000 lil.py:270(_get_row_ranges)
        2    0.000    0.000    0.002    0.001 lil.py:303(_set_arrayXarray)
        2    0.000    0.000    0.003    0.001 lil.py:323(__setitem__)
        1    0.000    0.000    0.000    0.000 lil.py:359(copy)
    15605    0.025    0.000    0.042    0.000 lil.py:427(toarray)
        1    0.000    0.000    0.000    0.000 lil.py:449(tocsr)
        2    0.000    0.000    0.000    0.000 lil.py:486(_prepare_index_for_memoryview)
    15607    0.036    0.000    0.238    0.000 lil.py:85(__init__)
